Chaperone_Name,Chaperone_ID,Target_ID,Source
DNJA3_HUMAN,Q96EY1,P06213,IntAct
DNJA3_HUMAN,Q96EY1,Q4JQW3,IntAct
DNJA3_HUMAN,Q96EY1,Q9UGI9,IntAct
DNJA3_HUMAN,Q96EY1,P35916,IntAct
DNJA3_HUMAN,Q96EY1,Q71U36,IntAct
DNJA3_HUMAN,Q96EY1,Q8IYB8,IntAct
DNJA3_HUMAN,Q96EY1,P97470,IntAct
DNJA3_HUMAN,Q96EY1,P01106,IntAct
DNJA3_HUMAN,Q96EY1,Q9Y287,IntAct
DNJA3_HUMAN,Q96EY1,Q5TB80,IntAct
DNJA3_HUMAN,Q96EY1,P11362,IntAct
DNJA3_HUMAN,Q96EY1,P42224,IntAct
DNJA3_HUMAN,Q96EY1,Q13233,IntAct
DNJA3_HUMAN,Q96EY1,P04629,IntAct
DNJA3_HUMAN,Q96EY1,P52333,IntAct
DNJA3_HUMAN,Q96EY1,Q9NRM7,IntAct
DNJA3_HUMAN,Q96EY1,Q16288,IntAct
DNJA3_HUMAN,Q96EY1,Q5VTD9,IntAct
DNJA3_HUMAN,Q96EY1,P22612,IntAct
DNJA3_HUMAN,Q96EY1,Q6P5Z2,IntAct
DNJA3_HUMAN,Q96EY1,Q15054,IntAct
DNJA3_HUMAN,Q96EY1,P03427,IntAct
DNJA3_HUMAN,Q96EY1,P05981,IntAct
DNJA3_HUMAN,Q96EY1,Q9Z2X1,IntAct
DNJA3_HUMAN,Q96EY1,O43557,IntAct
DNJA3_HUMAN,Q96EY1,P80192,IntAct
DNJA3_HUMAN,Q96EY1,O14654,IntAct
DNJA3_HUMAN,Q96EY1,P20333,IntAct
DNJA3_HUMAN,Q96EY1,Q8JPQ9,IntAct
DNJA3_HUMAN,Q96EY1,O15209,IntAct
DNJA3_HUMAN,Q96EY1,P08069,IntAct
DNJA3_HUMAN,Q96EY1,A8MQ03,IntAct
DNJA3_HUMAN,Q96EY1,Q00653,IntAct
DNJA3_HUMAN,Q96EY1,Q99759,IntAct
DNJA3_HUMAN,Q96EY1,O14829,IntAct
DNJA3_HUMAN,Q96EY1,O75152,IntAct
DNJA3_HUMAN,Q96EY1,P42232,IntAct
DNJA3_HUMAN,Q96EY1,Q9Y5J5,IntAct
DNJA3_HUMAN,Q96EY1,Q9UI38,IntAct
DNJA3_HUMAN,Q96EY1,P08311,IntAct
DNJA3_HUMAN,Q96EY1,Q96QS6,IntAct
DNJA3_HUMAN,Q96EY1,P42858,IntAct
DNJA3_HUMAN,Q96EY1,P00533,IntAct
DNJA3_HUMAN,Q96EY1,P42225,IntAct
DNJA3_HUMAN,Q96EY1,P38432,IntAct
DNJA3_HUMAN,Q96EY1,Q13618,IntAct
DNJA3_HUMAN,Q96EY1,Q6UWJ1,IntAct
DNJA3_HUMAN,Q96EY1,P36888,IntAct
DNJA3_HUMAN,Q96EY1,Q13418,IntAct
DNJA3_HUMAN,Q96EY1,Q96DB2,IntAct
DNJA3_HUMAN,Q96EY1,P0DOF2,IntAct
DNJA3_HUMAN,Q96EY1,P26196,IntAct
DNJA3_HUMAN,Q96EY1,Q92918,IntAct
DNJA3_HUMAN,Q96EY1,P06748,IntAct
DNJA3_HUMAN,Q96EY1,P51617,IntAct
DNJA3_HUMAN,Q96EY1,Q9NWT8,IntAct
DNJA3_HUMAN,Q96EY1,P36507,IntAct
DNJA3_HUMAN,Q96EY1,P22455,IntAct
DNJA4_HUMAN,Q8WW22,P46379,IntAct
DNJA4_HUMAN,Q8WW22,Q3ZCQ8,IntAct
DNJA4_HUMAN,Q8WW22,Q6IAW5,IntAct
DNJA4_HUMAN,Q8WW22,Q14249,IntAct
DNJA4_HUMAN,Q8WW22,P04350,IntAct
DNJA4_HUMAN,Q8WW22,Q9BVQ7,IntAct
DNJA4_HUMAN,Q8WW22,Q9Y251,IntAct
DNJA4_HUMAN,Q8WW22,P60891,IntAct
DNJA4_HUMAN,Q8WW22,O60884,IntAct
DNJA4_HUMAN,Q8WW22,P10636,IntAct
DNJA4_HUMAN,Q8WW22,Q9P0V3,IntAct
DNJA4_HUMAN,Q8WW22,P07437,IntAct
DNJA4_HUMAN,Q8WW22,O60506,IntAct
DNJA4_HUMAN,Q8WW22,Q96GX1,IntAct
DNJA4_HUMAN,Q8WW22,Q6NSJ0,IntAct
DNJA4_HUMAN,Q8WW22,Q6NSI4,IntAct
DNJA4_HUMAN,Q8WW22,Q13015,IntAct
DNJA4_HUMAN,Q8WW22,P31689,IntAct
DNJA4_HUMAN,Q8WW22,Q676U5,IntAct
DNJA4_HUMAN,Q8WW22,Q96EQ0,IntAct
DNJA4_HUMAN,Q8WW22,Q77M19,IntAct
DNJA4_HUMAN,Q8WW22,Q6P5F9,IntAct
DNJA4_HUMAN,Q8WW22,Q8NB90,IntAct
DNJA4_HUMAN,Q8WW22,O43653,IntAct
DNJA4_HUMAN,Q8WW22,P99024,IntAct
DNJA4_HUMAN,Q8WW22,Q9BTE6,IntAct
DNJA4_HUMAN,Q8WW22,P57078,IntAct
DNJA4_HUMAN,Q8WW22,Q99523,IntAct
DNJA4_HUMAN,Q8WW22,Q71U36,IntAct
DNJA4_HUMAN,Q8WW22,Q9BUF5,IntAct
DNJA4_HUMAN,Q8WW22,Q9Y5Y3,IntAct
DNJB1_HUMAN,P25685,P13541,IntAct
DNJB1_HUMAN,P25685,Q03721,IntAct
DNJB1_HUMAN,P25685,Q61699,IntAct
DNJB1_HUMAN,P25685,Q99570,IntAct
DNJB1_HUMAN,P25685,Q9UDY4,IntAct
DNJB1_HUMAN,P25685,P51957,IntAct
DNJB1_HUMAN,P25685,P31749,IntAct
DNJB1_HUMAN,P25685,Q15785,IntAct
DNJB1_HUMAN,P25685,P53671,IntAct
DNJB1_HUMAN,P25685,Q19QW5,IntAct
DNJB1_HUMAN,P25685,Q96PU8,IntAct
DNJB1_HUMAN,P25685,P10619,IntAct
DNJB1_HUMAN,P25685,P07910,IntAct
DNJB1_HUMAN,P25685,P11021,IntAct
DNJB1_HUMAN,P25685,Q15427,IntAct
DNJB1_HUMAN,P25685,Q92783,IntAct
DNJB1_HUMAN,P25685,P63313,IntAct
DNJB1_HUMAN,P25685,Q9Y2R0,IntAct
DNJB1_HUMAN,P25685,Q96FW1,IntAct
DNJB1_HUMAN,P25685,E9PS44,IntAct
DNJB1_HUMAN,P25685,Q676U5,IntAct
DNJB1_HUMAN,P25685,O95816,IntAct
DNJB1_HUMAN,P25685,P62280,IntAct
DNJB1_HUMAN,P25685,Q77M19,IntAct
DNJB1_HUMAN,P25685,P13051,IntAct
DNJB1_HUMAN,P25685,Q91YN9,IntAct
DNJB1_HUMAN,P25685,P10632,IntAct
DNJB1_HUMAN,P25685,Q6IQ23,IntAct
DNJB1_HUMAN,P25685,Q5S007,IntAct
DNJB1_HUMAN,P25685,O15013,IntAct
DNJB1_HUMAN,P25685,Q96EK5,IntAct
DNJB1_HUMAN,P25685,Q99933,IntAct
DNJB1_HUMAN,P25685,P57078,IntAct
DNJB1_HUMAN,P25685,P58340,IntAct
DNJB1_HUMAN,P25685,P61224,IntAct
DNJB1_HUMAN,P25685,P23258,IntAct
DNJB1_HUMAN,P25685,Q9NYY8,IntAct
DNJB1_HUMAN,P25685,Q15773,IntAct
DNJB1_HUMAN,P25685,Q13509,IntAct
DNJB1_HUMAN,P25685,P43250,IntAct
DNJB1_HUMAN,P25685,P04183,IntAct
DNJB1_HUMAN,P25685,P13569,IntAct
DNJB1_HUMAN,P25685,Q9Y2L1,IntAct
DNJB1_HUMAN,P25685,K9N7C7,IntAct
DNJB1_HUMAN,P25685,A0AUL9,IntAct
DNJB1_HUMAN,P25685,O15084,IntAct
DNJB1_HUMAN,P25685,Q8IY21,IntAct
DNJB1_HUMAN,P25685,Q8WXR4,IntAct
DNJB1_HUMAN,P25685,Q6P4D5,IntAct
DNJB1_HUMAN,P25685,O75953,IntAct
DNJB1_HUMAN,P25685,Q9Y281,IntAct
DNJB1_HUMAN,P25685,Q9BQ87,IntAct
DNJB1_HUMAN,P25685,P03372,IntAct
DNJB1_HUMAN,P25685,Q9Y3A5,IntAct
DNJB1_HUMAN,P25685,O14733,IntAct
DNJB1_HUMAN,P25685,Q9BQ95,IntAct
DNJB1_HUMAN,P25685,Q03135,IntAct
DNJB1_HUMAN,P25685,Q15334,IntAct
DNJB1_HUMAN,P25685,O94887,IntAct
DNJB1_HUMAN,P25685,P61081,IntAct
DNJB1_HUMAN,P25685,Q9UGI9,IntAct
DNJB1_HUMAN,P25685,Q71U36,IntAct
DNJB1_HUMAN,P25685,Q8IVT5,IntAct
DNJB1_HUMAN,P25685,Q3UDE2,IntAct
DNJB1_HUMAN,P25685,Q06547,IntAct
DNJB1_HUMAN,P25685,Q9NRW3,IntAct
DNJB1_HUMAN,P25685,Q9Y287,IntAct
DNJB1_HUMAN,P25685,O60907,IntAct
DNJB1_HUMAN,P25685,P62258,IntAct
DNJB1_HUMAN,P25685,Q9Y251,IntAct
DNJB1_HUMAN,P25685,Q2TAZ0,IntAct
DNJB1_HUMAN,P25685,Q9NRM7,IntAct
DNJB1_HUMAN,P25685,Q15233,IntAct
DNJB1_HUMAN,P25685,P22612,IntAct
DNJB1_HUMAN,P25685,O95429,IntAct
DNJB1_HUMAN,P25685,P59633,IntAct
DNJB1_HUMAN,P25685,P01111,IntAct
DNJB1_HUMAN,P25685,O14649,IntAct
DNJB1_HUMAN,P25685,O95218,IntAct
DNJB1_HUMAN,P25685,P80192,IntAct
DNJB1_HUMAN,P25685,Q53H96,IntAct
DNJB1_HUMAN,P25685,Q13595,IntAct
DNJB1_HUMAN,P25685,Q9Y266,IntAct
DNJB1_HUMAN,P25685,P19544,IntAct
DNJB1_HUMAN,P25685,Q99759,IntAct
DNJB1_HUMAN,P25685,Q9NR20,IntAct
DNJB1_HUMAN,P25685,Q14166,IntAct
DNJB1_HUMAN,P25685,Q9H9B4,IntAct
DNJB1_HUMAN,P25685,O75152,IntAct
DNJB1_HUMAN,P25685,P02751,IntAct
DNJB1_HUMAN,P25685,P30530,IntAct
DNJB1_HUMAN,P25685,Q53GL0,IntAct
DNJB1_HUMAN,P25685,Q92917,IntAct
DNJB1_HUMAN,P25685,Q9Y4P8,IntAct
DNJB1_HUMAN,P25685,Q9Y2H9,IntAct
DNJB1_HUMAN,P25685,Q03403,IntAct
DNJB1_HUMAN,P25685,Q16543,IntAct
DNJB1_HUMAN,P25685,O14874,IntAct
DNJB1_HUMAN,P25685,Q01804,IntAct
DNJB1_HUMAN,P25685,P49810,IntAct
DNJB1_HUMAN,P25685,Q96SB3,IntAct
DNJB1_HUMAN,P25685,Q8WYQ5,IntAct
DNJB1_HUMAN,P25685,Q8WUA2,IntAct
DNJB1_HUMAN,P25685,Q04917,IntAct
DNJB1_HUMAN,P25685,O75431,IntAct
DNJB1_HUMAN,P25685,P43897,IntAct
DNJB1_HUMAN,P25685,P61981,IntAct
DNJB1_HUMAN,P25685,Q58WW2,IntAct
DNJB1_HUMAN,P25685,Q8N5H7,IntAct
DNJB1_HUMAN,P25685,Q13618,IntAct
DNJB1_HUMAN,P25685,O95202,IntAct
DNJB1_HUMAN,P25685,Q14164,IntAct
DNJB1_HUMAN,P25685,Q9BVP2,IntAct
DNJB1_HUMAN,P25685,Q9H0R8,IntAct
DNJB1_HUMAN,P25685,P48678,IntAct
DNJB1_HUMAN,P25685,Q12906,IntAct
DNJB1_HUMAN,P25685,P23396,IntAct
DNJB1_HUMAN,P25685,P0DOF2,IntAct
DNJB1_HUMAN,P25685,P26196,IntAct
DNJB1_HUMAN,P25685,A2AAE1,IntAct
DNJB1_HUMAN,P25685,Q99615,IntAct
DNJB1_HUMAN,P25685,P60842,IntAct
DNJB1_HUMAN,P25685,Q6ZN17,IntAct
DNJB1_HUMAN,P25685,Q9NQT4,IntAct
DNJB1_HUMAN,P25685,P16278,IntAct
DNJB1_HUMAN,P25685,Q96T37,IntAct
DNJB1_HUMAN,P25685,Q16629,IntAct
DNJB1_HUMAN,P25685,P51617,IntAct
DNJB1_HUMAN,P25685,P09651,IntAct
DNJB1_HUMAN,P25685,Q7Z695,IntAct
DNJB1_HUMAN,P25685,P63027,IntAct
DNJB1_HUMAN,P25685,P36507,IntAct
DNJB1_HUMAN,P25685,Q69YQ0,IntAct
DNJB1_HUMAN,P25685,P31947,IntAct
DNJB1_HUMAN,P25685,Q3LXA3,IntAct
DNJB2_HUMAN,P25686,Q6PCD5,IntAct
DNJB2_HUMAN,P25686,P54652,IntAct
DNJB2_HUMAN,P25686,Q6ZRV2,IntAct
DNJB2_HUMAN,P25686,Q9Y597,IntAct
DNJB2_HUMAN,P25686,Q04656,IntAct
DNJB2_HUMAN,P25686,Q53FC7,IntAct
DNJB2_HUMAN,P25686,P13569,IntAct
DNJB2_HUMAN,P25686,Q9Y4L5,IntAct
DNJB2_HUMAN,P25686,Q86TP1,IntAct
DNJB2_HUMAN,P25686,Q12933,IntAct
DNJB2_HUMAN,P25686,P61088,IntAct
DNJB2_HUMAN,P25686,Q8NG27,IntAct
DNJB2_HUMAN,P25686,Q07730,IntAct
DNJB2_HUMAN,P25686,Q8NHS0,IntAct
DNJB2_HUMAN,P25686,Q92614,IntAct
DNJB2_HUMAN,P25686,P04626,IntAct
DNJB2_HUMAN,P25686,P10636,IntAct
DNJB2_HUMAN,P25686,Q14667,IntAct
DNJB2_HUMAN,P25686,P49354,IntAct
DNJB2_HUMAN,P25686,Q9H992,IntAct
DNJB2_HUMAN,P25686,O75190,IntAct
DNJB2_HUMAN,P25686,P0CG47,IntAct
DNJB2_HUMAN,P25686,P10619,IntAct
DNJB2_HUMAN,P25686,O14972,IntAct
DNJB2_HUMAN,P25686,P17066,IntAct
DNJB2_HUMAN,P25686,Q12816,IntAct
DNJB2_HUMAN,P25686,Q9NXX6,IntAct
DNJB2_HUMAN,P25686,P11142,IntAct
DNJB2_HUMAN,P25686,Q62925,IntAct
DNJB2_HUMAN,P25686,Q9NR28,IntAct
DNJB2_HUMAN,P25686,Q9H0C2,IntAct
DNJB2_HUMAN,P25686,Q9Y6H6,IntAct
DNJB2_HUMAN,P25686,P12504,IntAct
DNJB2_HUMAN,P25686,Q96BE0,IntAct
DNJB2_HUMAN,P25686,Q9H8K7,IntAct
DNJB2_HUMAN,P25686,Q9P2S5,IntAct
DNJB2_HUMAN,P25686,Q9UQ10,IntAct
DNJB2_HUMAN,P25686,Q676U5,IntAct
DNJB2_HUMAN,P25686,Q96DB2,IntAct
DNJB2_HUMAN,P25686,P0DOF2,IntAct
DNJB2_HUMAN,P25686,P0DTC5,IntAct
DNJB2_HUMAN,P25686,P60709,IntAct
DNJB2_HUMAN,P25686,Q13490,IntAct
DNJB2_HUMAN,P25686,P15259,IntAct
DNJB2_HUMAN,P25686,Q13200,IntAct
DNJB2_HUMAN,P25686,P60842,IntAct
DNJB2_HUMAN,P25686,P61081,IntAct
DNJB2_HUMAN,P25686,P16278,IntAct
DNJB2_HUMAN,P25686,Q13404,IntAct
DNJB2_HUMAN,P25686,Q9NVW2,IntAct
DNJB2_HUMAN,P25686,Q6ZMZ0,IntAct
DNJB2_HUMAN,P25686,Q7L5D6,IntAct
DNJB2_HUMAN,P25686,P0DTL6,IntAct
DNJB2_HUMAN,P25686,Q8IV20,IntAct
DNJB2_HUMAN,P25686,P58340,IntAct
DNJB2_HUMAN,P25686,Q71U36,IntAct
DNJB2_HUMAN,P25686,Q96GF1,IntAct
DNJB2_HUMAN,P25686,P22314,IntAct
DNJB2_HUMAN,P25686,P0DMV9,IntAct
DNJB2_HUMAN,P25686,Q70CQ2,IntAct
DNJB2_HUMAN,P25686,Q15773,IntAct
DNJB3_HUMAN,Q8WWF6,P07203,IntAct
DNJB3_HUMAN,Q8WWF6,Q9ULA0,IntAct
DNJB3_HUMAN,Q8WWF6,P61457,IntAct
DNJB3_HUMAN,Q8WWF6,I6T1Z2,IntAct
DNJB3_HUMAN,Q8WWF6,O00170,IntAct
DNJB3_HUMAN,Q8WWF6,Q4G0F5,IntAct
DNJB3_HUMAN,Q8WWF6,Q13409,IntAct
DNJB3_HUMAN,Q8WWF6,O14757,IntAct
DNJB3_HUMAN,Q8WWF6,Q15813,IntAct
DNJB3_HUMAN,Q8WWF6,Q9UFG5,IntAct
DNJB3_HUMAN,Q8WWF6,O00470,IntAct
DNJB3_HUMAN,Q8WWF6,Q1K9H5,IntAct
DNJB3_HUMAN,Q8WWF6,P03428,IntAct
DNJB3_HUMAN,Q8WWF6,Q3B7T1,IntAct
DNJB3_HUMAN,Q8WWF6,Q58FF6,IntAct
DNJB3_HUMAN,Q8WWF6,Q8IZ07,IntAct
DNJB3_HUMAN,Q8WWF6,Q9BRX5,IntAct
DNJB3_HUMAN,Q8WWF6,Q9Y4C2,IntAct
DNJB3_HUMAN,Q8WWF6,Q01844,IntAct
DNJB3_HUMAN,Q8WWF6,Q9NYH9,IntAct
DNJB3_HUMAN,Q8WWF6,Q13901,IntAct
DNJB3_HUMAN,Q8WWF6,P03431,IntAct
DNJB3_HUMAN,Q8WWF6,Q5EP37,IntAct
DNJB3_HUMAN,Q8WWF6,Q14691,IntAct
DNJB3_HUMAN,Q8WWF6,O43734,IntAct
DNJB3_HUMAN,Q8WWF6,B4URF7,IntAct
DNJB3_HUMAN,Q8WWF6,Q9UKK6,IntAct
DNJB3_HUMAN,Q8WWF6,Q96KG9,IntAct
DNJB3_HUMAN,Q8WWF6,Q9UK96,IntAct
DNJB3_HUMAN,Q8WWF6,Q96BW5,IntAct
DNJB3_HUMAN,Q8WWF6,Q9Y248,IntAct
DNJB3_HUMAN,Q8WWF6,Q6PJ69,IntAct
DNJB4_HUMAN,Q9UDY4,Q14190,IntAct
DNJB4_HUMAN,Q9UDY4,Q92598,IntAct
DNJB4_HUMAN,Q9UDY4,Q8NGN1,IntAct
DNJB4_HUMAN,Q9UDY4,P13541,IntAct
DNJB4_HUMAN,Q9UDY4,Q03721,IntAct
DNJB4_HUMAN,Q9UDY4,Q6XPS3,IntAct
DNJB4_HUMAN,Q9UDY4,Q61699,IntAct
DNJB4_HUMAN,Q9UDY4,Q6UXT9,IntAct
DNJB4_HUMAN,Q9UDY4,P84022,IntAct
DNJB4_HUMAN,Q9UDY4,Q96JB6,IntAct
DNJB4_HUMAN,Q9UDY4,P11021,IntAct
DNJB4_HUMAN,Q9UDY4,O60294,IntAct
DNJB4_HUMAN,Q9UDY4,Q6J9G0,IntAct
DNJB4_HUMAN,Q9UDY4,O95816,IntAct
DNJB4_HUMAN,Q9UDY4,Q676U5,IntAct
DNJB4_HUMAN,Q9UDY4,P54253,IntAct
DNJB4_HUMAN,Q9UDY4,Q3MJ13,IntAct
DNJB4_HUMAN,Q9UDY4,Q91YN9,IntAct
DNJB4_HUMAN,Q9UDY4,P03431,IntAct
DNJB4_HUMAN,Q9UDY4,Q96AK3,IntAct
DNJB4_HUMAN,Q9UDY4,Q04725,IntAct
DNJB4_HUMAN,Q9UDY4,Q99933,IntAct
DNJB4_HUMAN,Q9UDY4,P58340,IntAct
DNJB4_HUMAN,Q9UDY4,Q53HC5,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y230,IntAct
DNJB4_HUMAN,Q9UDY4,Q15773,IntAct
DNJB4_HUMAN,Q9UDY4,Q99742,IntAct
DNJB4_HUMAN,Q9UDY4,Q13509,IntAct
DNJB4_HUMAN,Q9UDY4,P13569,IntAct
DNJB4_HUMAN,Q9UDY4,K9N7C7,IntAct
DNJB4_HUMAN,Q9UDY4,Q9H0F6,IntAct
DNJB4_HUMAN,Q9UDY4,Q8N239,IntAct
DNJB4_HUMAN,Q9UDY4,O75953,IntAct
DNJB4_HUMAN,Q9UDY4,P17066,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y281,IntAct
DNJB4_HUMAN,Q9UDY4,Q9BQ87,IntAct
DNJB4_HUMAN,Q9UDY4,P11142,IntAct
DNJB4_HUMAN,Q9UDY4,Q8WUA7,IntAct
DNJB4_HUMAN,Q9UDY4,P0DTC5,IntAct
DNJB4_HUMAN,Q9UDY4,Q9BY76,IntAct
DNJB4_HUMAN,Q9UDY4,Q4VXA5,IntAct
DNJB4_HUMAN,Q9UDY4,Q71U36,IntAct
DNJB4_HUMAN,Q9UDY4,Q3UDE2,IntAct
DNJB4_HUMAN,Q9UDY4,P63104,IntAct
DNJB4_HUMAN,Q9UDY4,Q9H8J5,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y2G2,IntAct
DNJB4_HUMAN,Q9UDY4,O60907,IntAct
DNJB4_HUMAN,Q9UDY4,B2CML4,IntAct
DNJB4_HUMAN,Q9UDY4,Q92844,IntAct
DNJB4_HUMAN,Q9UDY4,O14649,IntAct
DNJB4_HUMAN,Q9UDY4,Q9P2S5,IntAct
DNJB4_HUMAN,Q9UDY4,Q53H96,IntAct
DNJB4_HUMAN,Q9UDY4,Q7L5Y6,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y266,IntAct
DNJB4_HUMAN,Q9UDY4,P04201,IntAct
DNJB4_HUMAN,Q9UDY4,P25685,IntAct
DNJB4_HUMAN,Q9UDY4,Q96RS0,IntAct
DNJB4_HUMAN,Q9UDY4,P33151,IntAct
DNJB4_HUMAN,Q9UDY4,Q99759,IntAct
DNJB4_HUMAN,Q9UDY4,Q14166,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y4P8,IntAct
DNJB4_HUMAN,Q9UDY4,P0DPB6,IntAct
DNJB4_HUMAN,Q9UDY4,Q86W28,IntAct
DNJB4_HUMAN,Q9UDY4,O95922,IntAct
DNJB4_HUMAN,Q9UDY4,Q27J81,IntAct
DNJB4_HUMAN,Q9UDY4,P42858,IntAct
DNJB4_HUMAN,Q9UDY4,O15061,IntAct
DNJB4_HUMAN,Q9UDY4,Q8N5U1,IntAct
DNJB4_HUMAN,Q9UDY4,Q9Y6H6,IntAct
DNJB4_HUMAN,Q9UDY4,Q99592,IntAct
DNJB4_HUMAN,Q9UDY4,P0DOF2,IntAct
DNJB4_HUMAN,Q9UDY4,Q96LA9,IntAct
DNJB4_HUMAN,Q9UDY4,Q5JPI3,IntAct
DNJB4_HUMAN,Q9UDY4,Q9UL15,IntAct
DNJB4_HUMAN,Q9UDY4,Q99615,IntAct
DNJB4_HUMAN,Q9UDY4,P16278,IntAct
DNJB4_HUMAN,Q9UDY4,O15547,IntAct
DNJB4_HUMAN,Q9UDY4,Q00987,IntAct
DNJB5_HUMAN,O75953,Q99742,IntAct
DNJB5_HUMAN,O75953,Q9H8J5,IntAct
DNJB5_HUMAN,O75953,Q2M329,IntAct
DNJB5_HUMAN,O75953,O95714,IntAct
DNJB5_HUMAN,O75953,Q9UBG7,IntAct
DNJB5_HUMAN,O75953,Q03721,IntAct
DNJB5_HUMAN,O75953,Q99706,IntAct
DNJB5_HUMAN,O75953,Q6XPS3,IntAct
DNJB5_HUMAN,O75953,Q9P253,IntAct
DNJB5_HUMAN,O75953,O14556,IntAct
DNJB5_HUMAN,O75953,B2CML4,IntAct
DNJB5_HUMAN,O75953,Q9UK39,IntAct
DNJB5_HUMAN,O75953,Q9UDY4,IntAct
DNJB5_HUMAN,O75953,E9PB39,IntAct
DNJB5_HUMAN,O75953,P84022,IntAct
DNJB5_HUMAN,O75953,P51854,IntAct
DNJB5_HUMAN,O75953,O00555,IntAct
DNJB5_HUMAN,O75953,Q5TYW1,IntAct
DNJB5_HUMAN,O75953,Q8TAV5,IntAct
DNJB5_HUMAN,O75953,O43930,IntAct
DNJB5_HUMAN,O75953,O95429,IntAct
DNJB5_HUMAN,O75953,Q9Y605,IntAct
DNJB5_HUMAN,O75953,Q15796,IntAct
DNJB5_HUMAN,O75953,Q9Y574,IntAct
DNJB5_HUMAN,O75953,Q01484,IntAct
DNJB5_HUMAN,O75953,Q5VST9,IntAct
DNJB5_HUMAN,O75953,Q96L11,IntAct
DNJB5_HUMAN,O75953,Q8WUA7,IntAct
DNJB5_HUMAN,O75953,Q9Y6H6,IntAct
DNJB5_HUMAN,O75953,P09466,IntAct
DNJB5_HUMAN,O75953,Q8WZ42,IntAct
DNJB5_HUMAN,O75953,Q6ZRR5,IntAct
DNJB5_HUMAN,O75953,Q676U5,IntAct
DNJB5_HUMAN,O75953,P0DTC5,IntAct
DNJB5_HUMAN,O75953,O15040,IntAct
DNJB5_HUMAN,O75953,Q5DID0,IntAct
DNJB5_HUMAN,O75953,Q8IZ57,IntAct
DNJB5_HUMAN,O75953,Q3MJ13,IntAct
DNJB5_HUMAN,O75953,Q8NER5,IntAct
DNJB5_HUMAN,O75953,Q5JPI3,IntAct
DNJB5_HUMAN,O75953,Q6JEL2,IntAct
DNJB5_HUMAN,O75953,P25685,IntAct
DNJB5_HUMAN,O75953,P03431,IntAct
DNJB5_HUMAN,O75953,Q96AK3,IntAct
DNJB5_HUMAN,O75953,Q9UKB1,IntAct
DNJB5_HUMAN,O75953,O15460,IntAct
DNJB5_HUMAN,O75953,Q9BY84,IntAct
DNJB5_HUMAN,O75953,O14939,IntAct
DNJB5_HUMAN,O75953,O15547,IntAct
DNJB5_HUMAN,O75953,O15013,IntAct
DNJB5_HUMAN,O75953,Q4VXA5,IntAct
DNJB5_HUMAN,O75953,Q9NXR8,IntAct
DNJB5_HUMAN,O75953,Q9UK96,IntAct
DNJB5_HUMAN,O75953,Q00872,IntAct
DNJB5_HUMAN,O75953,P21675,IntAct
DNJB5_HUMAN,O75953,Q13393,IntAct
DNJB5_HUMAN,O75953,Q309B1,IntAct
DNJB5_HUMAN,O75953,Q5H9I0,IntAct
DNJB5_HUMAN,O75953,Q86W28,IntAct
DNJB6_HUMAN,O75190,Q13123,IntAct
DNJB6_HUMAN,O75190,P53004,IntAct
DNJB6_HUMAN,O75190,Q16659,IntAct
DNJB6_HUMAN,O75190,O75155,IntAct
DNJB6_HUMAN,O75190,Q5JSP0,IntAct
DNJB6_HUMAN,O75190,P01241,IntAct
DNJB6_HUMAN,O75190,Q29RF7,IntAct
DNJB6_HUMAN,O75190,Q9BVQ7,IntAct
DNJB6_HUMAN,O75190,P46063,IntAct
DNJB6_HUMAN,O75190,P31749,IntAct
DNJB6_HUMAN,O75190,Q99558,IntAct
DNJB6_HUMAN,O75190,Q96PU8,IntAct
DNJB6_HUMAN,O75190,Q16204,IntAct
DNJB6_HUMAN,O75190,Q9UPV0,IntAct
DNJB6_HUMAN,O75190,Q12765,IntAct
DNJB6_HUMAN,O75190,Q9HCU9,IntAct
DNJB6_HUMAN,O75190,Q92783,IntAct
DNJB6_HUMAN,O75190,P55145,IntAct
DNJB6_HUMAN,O75190,Q13617,IntAct
DNJB6_HUMAN,O75190,Q96BE0,IntAct
DNJB6_HUMAN,O75190,Q96M27,IntAct
DNJB6_HUMAN,O75190,O75563,IntAct
DNJB6_HUMAN,O75190,Q15642,IntAct
DNJB6_HUMAN,O75190,Q8N8S7,IntAct
DNJB6_HUMAN,O75190,Q676U5,IntAct
DNJB6_HUMAN,O75190,O95816,IntAct
DNJB6_HUMAN,O75190,P62280,IntAct
DNJB6_HUMAN,O75190,Q8NA72,IntAct
DNJB6_HUMAN,O75190,Q8NHS9,IntAct
DNJB6_HUMAN,O75190,O43665,IntAct
DNJB6_HUMAN,O75190,Q02750,IntAct
DNJB6_HUMAN,O75190,P49590,IntAct
DNJB6_HUMAN,O75190,Q92597,IntAct
DNJB6_HUMAN,O75190,Q91YN9,IntAct
DNJB6_HUMAN,O75190,Q96D53,IntAct
DNJB6_HUMAN,O75190,Q9P289,IntAct
DNJB6_HUMAN,O75190,Q8IY92,IntAct
DNJB6_HUMAN,O75190,P03431,IntAct
DNJB6_HUMAN,O75190,Q6ZWV7,IntAct
DNJB6_HUMAN,O75190,Q5S007,IntAct
